PO_Date,PO_Number,Item_ID,Item_Description,Item_Type,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_Country,Vendor_State,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Status,Contract_Price,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_At_UOM,Price_Per_UOM,Total_Price,Department,Budget,Requestor
01-12-2021,PO0543,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,21,95,EA,1,10,20,200,Outpatient Department,50000000,Wilmar Bignold
18-10-2022,PO0544,IT49,Tourniquet,Consumable,Terumo,351,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,20,85,EA,1,2,264,528,Paramedical Department,50000000,Lion Philimore
23-01-2022,PO0545,IT50,Splints,Consumable,Nipro,347,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,21,74,EA,1,45,11,495,Nursing Department,50000000,Devin Teml
12-01-2022,PO0546,IT51,Slings,Consumable,Abbott,318,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,14,60,EA,1,8,7,56,Surgical Department,50000000,Tim Giles
30-01-2022,PO0547,IT52,ECG Machine,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,24,82,EA,1,33,305,10065,Nursing Department,50000000,Stephanie Crohan
03-06-2022,PO0548,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,22,31,EA,1,43,14,602,Nursing Department,50000000,Selina MacDwyer
11-10-2021,PO0549,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,22,23,EA,1,31,12,372,Surgical Department,50000000,Alie Gorey
11-10-2022,PO0550,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,4,41,EA,1,3,60,180,Nursing Department,50000000,Stephanie Crohan
15-12-2021,PO0551,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,21,48,EA,1,30,170,5100,Paramedical Department,50000000,Lion Philimore
19-07-2022,PO0552,IT2,Scissor,Non-Consumable,Teleflex,315,DZ,DZ,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,21,64,DZ,12,28,55,1540,Nursing Department,50000000,Selina MacDwyer
09-12-2022,PO0553,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,96,EA,1,47,2040,95880,Nursing Department,50000000,Stephanie Crohan
30-05-2021,PO0554,IT4,Magnifier,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,2,99,EA,1,6,8,48,Outpatient Department,50000000,Wilmar Bignold
04-07-2021,PO0555,IT5,Weighing Scale,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,2,93,EA,1,26,25,650,Surgical Department,50000000,Tim Giles
19-06-2022,PO0556,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,2,76,EA,1,34,5.5,187,Radiology Department,50000000,Ashly Shore
12-05-2021,PO0557,IT7,Face Mask,Consumable,Ribbel International Ltd,378,PK50,PK100,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,10,39,PK100,100,18,100,1800,Outpatient Department,50000000,Calvin Graben
05-06-2021,PO0558,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,15,72,EA,1,28,12,336,Paramedical Department,50000000,Lion Philimore
17-07-2021,PO0559,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK100,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,17,PK100,100,36,200,7200,Radiology Department,50000000,Nico Jollands
21-12-2021,PO0560,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,13,46,EA,1,49,7,343,Nursing Department,50000000,Stephanie Crohan
27-08-2022,PO0561,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,1,94,EA,1,38,1200,45600,Nursing Department,50000000,Alvinia Toffoloni
22-09-2022,PO0562,IT12,Otoscope,Non-Consumable,Becton Dickinson,390,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,20,68,EA,1,12,150,1800,Nursing Department,50000000,Stephanie Crohan
08-02-2022,PO0563,IT13,Thermometer,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,20,7,EA,1,11,38,418,Nursing Department,50000000,Alvinia Toffoloni
07-10-2021,PO0564,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,22,39,DZ,12,47,147,6909,Nursing Department,50000000,Devin Teml
28-06-2022,PO0565,IT15,Syringe,Consumable,Siemens Healthineers,307,DZ,PK50,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,22,99,PK50,50,27,1800,48600,Nursing Department,50000000,Selina MacDwyer
09-11-2021,PO0566,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,13,96,EA,1,32,2200,70400,Surgical Department,50000000,Tim Giles
12-07-2022,PO0567,IT17,Bandage,Consumable,Teleflex,315,DZ,DZ,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,5,95,DZ,12,49,21.6,1058.4,Outpatient Department,50000000,Helaina Hammersley
22-06-2021,PO0568,IT18,Crutches,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,23,82,EA,1,43,13,559,Outpatient Department,50000000,Calvin Graben
26-05-2022,PO0569,IT19,Plaster,Consumable,Terumo,351,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,16,2,EA,1,1,13,13,Paramedical Department,50000000,Lion Philimore
05-12-2021,PO0570,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,13,2,DZ,12,5,123,615,Surgical Department,50000000,Lynn Gilvear
31-08-2021,PO0571,IT21,Surgical Mask,Consumable,Abbott,318,DZ,PK100,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,30,PK100,100,9,104,936,Paramedical Department,50000000,Lion Philimore
21-11-2022,PO0572,IT22,Oxygen Mask,Consumable,Ribbel International Ltd,378,DZ,PK50,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,19,80,PK50,50,11,610,6710,Paramedical Department,50000000,Lilly Ondricek
27-09-2022,PO0573,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,Grifols,V213,USA,Utah,Salt Lake City,Yes,1015,quam pharetra magna ac,Fixed Price,06-07-2021,07-10-2022,In Contract,16,70,EA,1,10,1.1,11,Radiology Department,50000000,Ashly Shore
16-09-2022,PO0574,IT24,Needle,Consumable,Abbott,318,PK50,PK50,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,1,28,PK50,50,42,249.5,10479,Outpatient Department,50000000,Wilmar Bignold
29-09-2021,PO0575,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,9,28,EA,1,39,9,351,Surgical Department,50000000,Phillipp Daen
02-02-2022,PO0576,IT26,Surgical Clamps,Consumable,Cardinal Health,372,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,15,61,EA,1,49,37,1813,Nursing Department,50000000,Stephanie Crohan
26-09-2021,PO0577,IT27,Forceps,Consumable,Becton Dickinson,390,DZ,DZ,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,11,14,DZ,12,15,175,2625,Radiology Department,50000000,Ashly Shore
01-07-2021,PO0578,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,20,13,EA,1,10,1600,16000,Paramedical Department,50000000,Lion Philimore
30-11-2021,PO0579,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,14,42,EA,1,26,65,1690,Paramedical Department,50000000,Lion Philimore
20-05-2022,PO0580,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,9,22,EA,1,6,64,384,Paramedical Department,50000000,Lion Philimore
22-03-2022,PO0581,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,20,7,EA,1,11,2980,32780,Surgical Department,50000000,Alana Rich
08-07-2021,PO0582,IT32,Mayo Stands,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,6,91,EA,1,36,84,3024,Radiology Department,50000000,Nico Jollands
15-07-2021,PO0583,IT33,Kickbuckets,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,15,37,EA,1,28,15,420,Paramedical Department,50000000,Lion Philimore
18-04-2021,PO0584,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,29,EA,1,49,5.2,254.8,Nursing Department,50000000,Stephanie Crohan
05-04-2022,PO0585,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,18,23,EA,1,32,247,7904,Nursing Department,50000000,Devin Teml
18-07-2022,PO0586,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,3,37,EA,1,22,1200,26400,Outpatient Department,50000000,Wilmar Bignold
22-07-2022,PO0587,IT37,Defibrillators,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,14,61,EA,1,13,1500,19500,Outpatient Department,50000000,Helaina Hammersley
04-07-2022,PO0588,IT38,Wheelchairs,Non-Consumable,Advin Healthcare,324,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,18,17,EA,1,6,83,498,Nursing Department,50000000,Stephanie Crohan
16-12-2022,PO0589,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,12,EA,1,45,165,7425,Surgical Department,50000000,Tim Giles
30-07-2021,PO0590,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK100,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,95,PK100,100,49,2490,122010,Surgical Department,50000000,Alie Gorey
21-05-2022,PO0591,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,12,84,EA,1,43,4.9,210.7,Nursing Department,50000000,Devin Teml
20-04-2022,PO0592,IT42,Gauze,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,24,10,EA,1,45,6.8,306,Paramedical Department,50000000,Merry Paz
01-02-2022,PO0593,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,6,76,DZ,12,38,175,6650,Surgical Department,50000000,Tim Giles
07-01-2022,PO0594,IT44,Trays,Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,20,67,EA,1,9,11,99,Surgical Department,50000000,Tim Giles
27-08-2021,PO0595,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK100,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,4,60,PK100,100,16,105,1680,Radiology Department,50000000,Ashly Shore
25-09-2022,PO0596,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,17,75,EA,1,32,2000,64000,Surgical Department,50000000,Tim Giles
15-03-2022,PO0597,IT47,Anesthesia machine,Non-Consumable,Teleflex,315,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,13,14,EA,1,18,860,15480,Surgical Department,50000000,Alie Gorey
20-07-2022,PO0598,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,21,95,EA,1,27,20,540,Surgical Department,50000000,Alana Rich
02-11-2022,PO0599,IT49,Tourniquet,Consumable,Terumo,351,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,20,85,EA,1,8,264,2112,Surgical Department,50000000,Tim Giles
03-09-2022,PO0600,IT50,Splints,Consumable,Nipro,347,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,21,74,EA,1,50,11,550,Paramedical Department,50000000,Lion Philimore
24-09-2022,PO0601,IT51,Slings,Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,14,60,EA,1,37,6,222,Surgical Department,50000000,Lynn Gilvear
20-10-2022,PO0602,IT52,ECG Machine,Non-Consumable,Ribbel International Ltd,378,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,24,82,EA,1,6,302,1812,Paramedical Department,50000000,Lilly Ondricek
29-01-2022,PO0603,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,22,31,EA,1,14,13.8,193.2,Nursing Department,50000000,Stephanie Crohan
19-10-2021,PO0604,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,22,23,EA,1,40,10,400,Paramedical Department,50000000,Lion Philimore
13-07-2021,PO0605,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,4,41,EA,1,27,54,1458,Radiology Department,50000000,Ashly Shore
18-05-2022,PO0606,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,7,150,1050,Radiology Department,50000000,Nico Jollands
19-11-2022,PO0607,IT2,Scissor,Non-Consumable,Becton Dickinson,390,DZ,DZ,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,21,64,DZ,12,4,53,212,Outpatient Department,50000000,Wilmar Bignold
19-07-2021,PO0608,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,21,96,EA,1,35,2000,70000,Surgical Department,50000000,Phillipp Daen
30-08-2021,PO0609,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,31,7.5,232.5,Paramedical Department,50000000,Lion Philimore
04-07-2021,PO0610,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,20,20,400,Surgical Department,50000000,Lynn Gilvear
28-12-2021,PO0611,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,2,76,EA,1,29,5,145,Paramedical Department,50000000,Lion Philimore
05-04-2022,PO0612,IT7,Face Mask,Consumable,Medtronic,335,PK50,PK100,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,10,39,PK100,100,22,94,2068,Nursing Department,50000000,Stephanie Crohan
06-09-2021,PO0613,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,15,72,EA,1,15,12.5,187.5,Nursing Department,50000000,Alvinia Toffoloni
18-05-2021,PO0614,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK100,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,17,PK100,100,42,198,8316,Nursing Department,50000000,Selina MacDwyer
19-01-2022,PO0615,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,46,EA,1,42,5,210,Paramedical Department,50000000,Lilly Ondricek
30-08-2021,PO0616,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,1,94,EA,1,45,1180,53100,Paramedical Department,50000000,Lion Philimore
14-12-2021,PO0617,IT12,Otoscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,68,EA,1,8,145,1160,Paramedical Department,50000000,Lilly Ondricek
18-07-2021,PO0618,IT13,Thermometer,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,20,7,EA,1,25,35,875,Nursing Department,50000000,Stephanie Crohan
03-10-2021,PO0619,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,22,39,DZ,12,35,142,4970,Nursing Department,50000000,Devin Teml
11-03-2022,PO0620,IT15,Syringe,Consumable,Siemens Healthineers,307,DZ,PK100,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,22,99,PK100,100,38,3500,133000,Paramedical Department,50000000,Lion Philimore
07-08-2021,PO0621,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,13,96,EA,1,26,2000,52000,Paramedical Department,50000000,Lion Philimore
19-01-2022,PO0622,IT17,Bandage,Consumable,Teleflex,315,DZ,PK50,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,5,95,PK50,50,18,87.5,1575,Surgical Department,50000000,Tim Giles
07-07-2021,PO0623,IT18,Crutches,Non-Consumable,3M Company,372,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,23,82,EA,1,6,12.5,75,Paramedical Department,50000000,Lion Philimore
15-02-2022,PO0624,IT19,Plaster,Consumable,Terumo,351,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,16,2,EA,1,38,10,380,Nursing Department,50000000,Stephanie Crohan
28-06-2021,PO0625,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,13,2,DZ,12,22,124,2728,Surgical Department,50000000,Tim Giles
09-07-2021,PO0626,IT21,Surgical Mask,Consumable,Becton Dickinson,390,DZ,PK100,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,16,30,PK100,100,45,100,4500,Surgical Department,50000000,Tim Giles
05-03-2022,PO0627,IT22,Oxygen Mask,Consumable,Ribbel International Ltd,378,DZ,PK50,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,19,80,PK50,50,16,599,9584,Nursing Department,50000000,Selina MacDwyer
24-08-2022,PO0628,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,70,EA,1,38,0.95,36.1,Paramedical Department,50000000,Lilly Ondricek
09-12-2021,PO0629,IT24,Needle,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,1,28,PK50,50,15,248,3720,Paramedical Department,50000000,Lion Philimore
25-06-2022,PO0630,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,9,28,EA,1,32,8.8,281.6,Paramedical Department,50000000,Lion Philimore
21-04-2022,PO0631,IT26,Surgical Clamps,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,15,61,EA,1,26,33,858,Nursing Department,50000000,Stephanie Crohan
30-06-2022,PO0632,IT27,Forceps,Consumable,Becton Dickinson,390,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,11,14,DZ,12,4,170,680,Outpatient Department,50000000,Helaina Hammersley
27-05-2021,PO0633,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,20,13,EA,1,34,1580,53720,Nursing Department,50000000,Devin Teml
19-01-2022,PO0634,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,14,42,EA,1,35,60,2100,Nursing Department,50000000,Devin Teml
27-11-2022,PO0635,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,9,22,EA,1,23,58.6,1347.8,Paramedical Department,50000000,Lilly Ondricek
13-03-2022,PO0636,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,20,7,EA,1,40,3000,120000,Paramedical Department,50000000,Lion Philimore
